scenario_id,resource,difficulty,compliant,violations,nist_controls,intent
scenario_255,"aws_redshift_cluster, aws_redshift_endpoint_access, aws_redshift_subnet_group, aws_subnet, aws_subnet, aws_vpc",4,True,none,AC-6,"Has one resource ""aws_vpc""

Has one resource ""aws_subnet""
with one ""vpc_id"" with value ""aws_vpc.{VPC"
scenario_256,"aws_redshift_cluster, aws_redshift_endpoint_access, aws_redshift_subnet_group, aws_subnet, aws_subnet, aws_vpc",4,True,none,AC-6,"Has one resource ""aws_vpc""

Has one resource ""aws_subnet""
with one ""vpc_id"" with value ""aws_vpc.{VPC"
scenario_257,"aws_redshift_cluster, aws_redshift_event_subscription, aws_sns_topic",3,True,none,NONE,"Has one resource ""aws_sns_topic""

Has one resource ""aws_redshift_cluster""

Has one resource ""aws_red"
scenario_258,"aws_redshift_cluster, aws_redshift_event_subscription, aws_sns_topic",3,True,none,NONE,"Has one resource ""aws_sns_topic""

Has one resource ""aws_redshift_cluster""

Has one resource ""aws_red"
scenario_259,"aws_redshift_cluster, aws_redshift_event_subscription, aws_redshift_parameter_group, aws_sns_topic",4,True,none,AC-6,"Has one resource ""aws_sns_topic""

Has one resource ""aws_redshift_parameter_group""

Has one resource "
scenario_260,"aws_redshift_cluster, aws_redshift_event_subscription, aws_redshift_parameter_group, aws_sns_topic",4,True,none,AC-6,"Has one resource ""aws_sns_topic""

Has one resource ""aws_redshift_parameter_group""

Has one resource "
scenario_261,"aws_iam_group, aws_iam_group_membership, aws_iam_user, aws_iam_user",3,True,none,AC-6,"Has one ""aws_iam_group"" resource
with one ""name"" with any value

Has one ""aws_iam_user"" resource
wit"
scenario_262,"aws_iam_group, aws_iam_group_policy_attachment, aws_iam_policy, aws_iam_policy_document",3,False,wildcard_permission,AC-6,"Has one ""aws_iam_group"" resource
with one ""name"" with any value

Has one ""aws_iam_policy"" resource
w"
scenario_263,"aws_iam_user, aws_iam_user_ssh_key",2,True,none,AC-6,"Has one ""aws_iam_user"" resource
with one ""name"" with any value

Has one ""aws_iam_user_ssh_key"" resou"
scenario_264,aws_iam_group,1,True,none,AC-6,"Has one ""aws_iam_group"" resource
with one ""name"" with any value"
scenario_265,aws_iam_user,1,True,none,AC-6,"Has one ""aws_iam_user"" resource
with one ""name"" with any value"
scenario_266,aws_iam_virtual_mfa_device,1,True,none,AC-6,"Has one ""aws_iam_virtual_mfa_device"" resource
with one ""virtual_mfa_device_name"" with any string"
scenario_267,aws_s3_bucket,1,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12",Has an aws_s3_bucket resource
scenario_268,aws_s3_bucket,1,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12",Has an aws_s3_bucket resource
scenario_269,"aws_s3_bucket, aws_s3_bucket_accelerate_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket resource

Has an aws_bucket_accelerate_configuration resource
with bucket = buc"
scenario_270,"aws_s3_bucket, aws_s3_bucket_acl, aws_s3_bucket_ownership_controls",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket resource

Has an aws_s3_bucket_ownership_controls
with bucket = bucket id
and r"
scenario_271,"aws_s3_bucket, aws_s3_bucket, aws_s3_bucket_analytics_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket resource

Has an aws_bucket_analytics_configuration resource
with bucket = buck"
scenario_272,"aws_s3_bucket, aws_s3_bucket_intelligent_tiering_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket resource

Has an aws_s3_bucket_intelligent_tiering
with bucket = bucked id OR n"
scenario_273,"aws_s3_bucket, aws_s3_bucket, aws_s3_bucket_inventory",3,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has two resources ""aws_s3_bucket""

Has one resource ""aws_s3_bucket_inventory""
with bucket = first bu"
scenario_274,"aws_s3_bucket, aws_s3_bucket, aws_s3_bucket_inventory",3,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has two resources ""aws_s3_bucket""

Has one resource ""aws_s3_bucket_inventory""
with bucket = first bu"
scenario_275,"aws_s3_bucket, aws_s3_bucket_metric",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket resource

Has an aws_s3_bucket_metric
with bucket = bucked id OR name"
scenario_276,"aws_s3_bucket, aws_s3_bucket_notification, aws_sns_topic",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has one resource ""aws_s3_bucket""

Has one resource ""aws_sns_topic""

Has one resource ""aws_s3_bucket_"
scenario_277,"aws_s3_bucket, aws_s3_bucket_object",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket resource

Has an aws_s3_object resource
with bucket = bucket id OR name
with so"
scenario_278,"aws_s3_bucket, aws_s3_object",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket resource

Has an aws_s3_object resource
with bucket = bucket id OR name
with so"
scenario_279,"aws_s3_bucket, aws_s3_bucket_object_lock_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket resource
with object_lock_enabled = true

Has an aws_s3_object_lock resource
wi"
scenario_280,"aws_s3_bucket, aws_s3_bucket_ownership_controls",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket resource

Has an aws_s3_bucket_ownership_controls
with bucket = bucket id OR na"
scenario_281,"aws_kms_key, aws_s3_bucket, aws_s3_bucket_server_side_encryption_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked",AU-12,"Has one resource ""aws_s3_bucket""

Has one resource ""aws_kms_key""

Has one resource ""aws_s3_bucket_se"
scenario_282,"aws_s3_bucket, aws_s3_bucket_cors_configuration",2,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_cors_configuration"
scenario_283,"aws_s3_bucket, aws_s3_bucket_cors_configuration",2,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_cors_configuration
with bucket = bucket id OR name
with c"
scenario_284,"aws_s3_bucket, aws_s3_bucket_website_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_website_configuration
with bucket = bucket id OR name"
scenario_285,"aws_s3_bucket, aws_s3_bucket_website_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_website_configuration
with bucket = bucket id OR name
wit"
scenario_286,"aws_s3_bucket, aws_s3_bucket_public_access_block",2,False,"missing_encryption, missing_logging","AC-6, AC-3, SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_public_access
with bucket = bucket id OR name"
scenario_287,"aws_s3_bucket, aws_s3_bucket_request_payment_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_request_payment_configuration
with bucket = bucket id OR "
scenario_288,"aws_s3_bucket, aws_s3_bucket_request_payment_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_request_payment_configuration
with bucket = bucket id OR "
scenario_289,"aws_s3_bucket, aws_s3_bucket_request_payment_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_request_payment_configuration
with bucket = bucket id OR "
scenario_290,"aws_s3_bucket, aws_s3_bucket_versioning",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_versioning
with bucket = bucket id OR name"
scenario_291,"aws_s3_bucket, aws_s3_bucket_versioning",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Has an aws_s3_bucket

Has an aws_s3_bucket_versioning
with bucket = bucket id OR name
with versionin"
scenario_292,"aws_s3_bucket, aws_s3_bucket, aws_s3_bucket_logging",2,False,"missing_encryption, public_access_not_blocked","SC-28, AU-2","Has two aws_s3_bucket

Has an aws_s3_bucket_logging
with bucket = bucket id OR name
with target_buck"
scenario_293,"aws_s3_bucket, aws_s3_bucket, aws_s3_bucket_logging",2,False,"missing_encryption, public_access_not_blocked","SC-28, AU-2","Has two aws_s3_bucket

Has an aws_s3_bucket_logging
with bucket = bucket id OR name
with target_buck"
scenario_294,"aws_codebuild_project, aws_iam_policy, aws_iam_role, aws_iam_role_policy_attachment, aws_s3_bucket, aws_iam_policy_document, aws_iam_policy_document",4,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_codebuild_project"" resource
  with ""artifacts"" argument block
    with ""type"" argument"
scenario_295,"aws_codebuild_project, aws_iam_policy, aws_iam_role, aws_iam_role_policy_attachment, aws_s3_bucket, aws_iam_policy_document, aws_iam_policy_document",4,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_s3_bucket"" resource
have one ""aws_codebuild_project"" resource
  with ""artifacts"" argum"
scenario_296,"aws_codebuild_project, aws_iam_policy, aws_iam_role, aws_iam_role_policy_attachment, aws_s3_bucket, aws_iam_policy_document, aws_iam_policy_document",4,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_s3_bucket"" resource
have one ""aws_codebuild_project"" resource
  with ""artifacts"" argum"
scenario_297,"aws_codebuild_project, aws_iam_policy, aws_iam_role, aws_iam_role_policy_attachment, aws_s3_bucket, aws_iam_policy_document, aws_iam_policy_document",4,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_s3_bucket"" resource
have one ""aws_codebuild_project"" resource
  with ""artifacts"" argum"
scenario_298,"aws_codebuild_project, aws_iam_policy, aws_iam_role, aws_iam_role_policy_attachment, aws_s3_bucket, aws_security_group, aws_subnet, aws_vpc, aws_iam_policy_document, aws_iam_policy_document",6,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_codebuild_project"" resource
  with ""artifacts"" argument block
    with ""type"" argument"
scenario_299,"aws_codebuild_project, aws_iam_policy, aws_iam_role, aws_iam_role_policy_attachment, aws_s3_bucket, aws_security_group, aws_subnet, aws_vpc, aws_iam_policy_document, aws_iam_policy_document",6,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_s3_bucket"" resource
have one ""aws_codebuild_project"" resource
  with ""artifacts"" argum"
scenario_300,"aws_codebuild_project, aws_iam_policy, aws_iam_role, aws_iam_role_policy_attachment, aws_s3_bucket, aws_security_group, aws_subnet, aws_vpc, aws_iam_policy_document, aws_iam_policy_document",6,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_s3_bucket"" resource
have one ""aws_codebuild_project"" resource
  with ""artifacts"" argum"
scenario_301,"aws_codebuild_project, aws_iam_policy, aws_iam_role, aws_iam_role_policy_attachment, aws_s3_bucket, aws_security_group, aws_subnet, aws_vpc, aws_iam_policy_document, aws_iam_policy_document",6,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_s3_bucket"" resource
have one ""aws_codebuild_project"" resource
  with ""artifacts"" argum"
scenario_302,"aws_api_gateway_method, aws_api_gateway_method, aws_api_gateway_resource, aws_api_gateway_rest_api, aws_s3_bucket",6,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_api_gateway_rest_api"" resource
    with ""name"" argument
have one ""aws_api_gateway_reso"
scenario_303,"aws_api_gateway_integration, aws_api_gateway_integration, aws_api_gateway_method, aws_api_gateway_method, aws_api_gateway_resource, aws_api_gateway_rest_api, aws_dynamodb_table, aws_iam_role, aws_iam_role, aws_lambda_function, aws_lambda_function, aws_lambda_permission, aws_lambda_permission, aws_s3_bucket",6,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_api_gateway_rest_api"" resource
    with ""name"" argument
have one ""aws_api_gateway_reso"
scenario_304,"aws_api_gateway_integration, aws_api_gateway_integration, aws_api_gateway_method, aws_api_gateway_method, aws_api_gateway_resource, aws_api_gateway_rest_api, aws_dynamodb_table, aws_iam_role, aws_iam_role, aws_lambda_function, aws_lambda_function, aws_lambda_permission, aws_lambda_permission, aws_s3_bucket",6,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_api_gateway_rest_api"" resource
    with ""name"" argument
have one ""aws_api_gateway_reso"
scenario_305,"aws_api_gateway_integration, aws_api_gateway_integration, aws_api_gateway_method, aws_api_gateway_method, aws_api_gateway_resource, aws_api_gateway_rest_api, aws_dynamodb_table, aws_iam_role, aws_iam_role, aws_lambda_function, aws_lambda_function, aws_lambda_permission, aws_lambda_permission, aws_s3_bucket, archive_file, archive_file",6,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_api_gateway_rest_api"" resource
    with ""name"" argument name
have one ""aws_api_gateway"
scenario_306,"aws_backup_plan, aws_backup_selection, aws_backup_vault, aws_iam_role, aws_iam_role_policy_attachment, aws_instance, aws_iam_policy_document",5,True,none,AC-6,"have one ""aws_ami"" data resource
have one ""aws_instance"" resource
  with ""ami"" argument linking to t"
scenario_307,"aws_backup_plan, aws_backup_selection, aws_backup_vault, aws_iam_role, aws_iam_role_policy_attachment, aws_instance, aws_iam_policy_document",5,True,none,AC-6,"have one ""aws_ami"" data resource
have one ""aws_instance"" resource
  with ""ami"" argument linking to t"
scenario_308,"aws_backup_plan, aws_backup_selection, aws_backup_vault, aws_iam_role, aws_iam_role_policy_attachment, aws_instance, aws_iam_policy_document",5,True,none,AC-6,"have one ""aws_ami"" data resource
have one ""aws_instance"" resource
  with ""ami"" argument linking to t"
scenario_309,"aws_backup_plan, aws_backup_selection, aws_backup_vault, aws_iam_role, aws_iam_role_policy_attachment, aws_instance, aws_key_pair, aws_ami, aws_iam_policy_document",5,True,none,"AC-6, AC-3","have one ""aws_ami"" resource
  with ""filter"" argument block
    with ""name"" argument
    with ""values"
scenario_310,"aws_cloudwatch_event_rule, aws_cloudwatch_event_target, aws_iam_role, aws_iam_role_policy_attachment, aws_lambda_function, aws_lambda_permission, aws_iam_policy_document",5,True,none,"AC-6, AU-2","have one ""aws_cloudwatch_event_rule"" resource
    with ""schedule_expression"" argument with value ""cr"
scenario_311,"aws_cloudwatch_event_rule, aws_cloudwatch_event_target, aws_iam_role, aws_iam_role_policy_attachment, aws_lambda_function, aws_lambda_permission, aws_iam_policy_document",5,True,none,"AC-6, AU-2","have one ""aws_cloudwatch_event_rule"" resource
    with ""schedule_expression"" argument with value ""cr"
scenario_312,"aws_cloudwatch_event_rule, aws_cloudwatch_event_target, aws_iam_role, aws_iam_role_policy_attachment, aws_lambda_function, aws_lambda_permission, aws_iam_policy_document",5,True,none,"AC-6, AU-2","have one ""aws_cloudwatch_event_rule"" resource
    with ""schedule_expression"" argument with value ""cr"
scenario_313,"aws_cloudwatch_event_rule, aws_cloudwatch_event_target, aws_iam_role, aws_iam_role_policy_attachment, aws_lambda_function, aws_lambda_permission, archive_file, aws_iam_policy_document",5,True,none,"AC-6, AU-2","have one ""aws_cloudwatch_event_rule"" resource
    with ""schedule_expression"" argument with value ""cr"
scenario_314,"aws_cloudwatch_event_rule, aws_cloudwatch_event_target, aws_iam_role, aws_iam_role_policy_attachment, aws_lambda_function, aws_lambda_permission, archive_file, aws_iam_policy_document",5,True,none,"AC-6, AU-2","have one ""aws_cloudwatch_event_rule"" resource
    with ""schedule_expression"" argument with value ""cr"
scenario_315,"aws_cloudwatch_event_rule, aws_cloudwatch_event_target, aws_iam_role, aws_iam_role_policy_attachment, aws_lambda_function, aws_lambda_permission, archive_file, aws_iam_policy_document",5,True,none,"AC-6, AU-2","have one ""aws_cloudwatch_event_rule"" resource
    with ""schedule_expression"" argument with value ""cr"
scenario_316,"aws_cloudfront_distribution, aws_cloudfront_origin_access_control, aws_route53_record, aws_route53_zone, aws_s3_bucket",5,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_cloudfront_origin_access_control"" resource
    with ""name"" argument
    with ""origin_a"
scenario_317,"aws_cloudfront_distribution, aws_cloudfront_origin_access_control, aws_route53_record, aws_route53_zone, aws_s3_bucket",5,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_cloudfront_origin_access_control"" resource
    with ""name"" argument
    with ""origin_a"
scenario_318,"aws_cloudfront_distribution, aws_cloudfront_origin_access_control, aws_route53_record, aws_route53_zone, aws_s3_bucket",4,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_cloudfront_origin_access_control"" resource
    with ""name"" argument
    with ""origin_a"
scenario_319,"aws_cloudfront_distribution, aws_cloudfront_origin_access_control, aws_route53_record, aws_route53_record, aws_route53_zone, aws_s3_bucket",6,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, SC-28, AU-12","have one ""aws_cloudfront_origin_access_control"" resource
    with ""name"" argument
    with ""origin_a"
scenario_320,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_s3_bucket, aws_security_group, aws_subnet, aws_subnet, aws_vpc, aws_ami",6,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, AC-3, SC-28, SC-8, AU-12","have one ""aws_s3_bucket"" resource
have one ""aws_lb"" resource
  with ""subnets"" argument linking to aw"
scenario_321,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_route53_record, aws_route53_zone, aws_s3_bucket, aws_security_group, aws_subnet, aws_subnet, aws_vpc, aws_ami",6,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, AC-3, SC-28, SC-8, AU-12","have one ""aws_s3_bucket"" resource
have one ""aws_lb"" resource
  with ""subnets"" argument linking to aw"
scenario_322,"aws_instance, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_route53_record, aws_route53_zone, aws_s3_bucket, aws_security_group, aws_subnet, aws_subnet, aws_vpc, aws_ami",6,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, AC-3, SC-28, SC-8, AU-12","have one ""aws_s3_bucket"" resource
have one ""aws_lb"" resource
  with ""subnets"" argument linking to aw"
scenario_323,"aws_instance, aws_key_pair, aws_lb, aws_lb_listener, aws_lb_target_group, aws_lb_target_group_attachment, aws_route53_record, aws_route53_record, aws_route53_zone, aws_s3_bucket, aws_security_group, aws_subnet, aws_subnet, aws_vpc, aws_vpc_security_group_egress_rule, aws_vpc_security_group_ingress_rule, aws_ami",6,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, AC-3, SC-28, SC-8, AU-12","have one ""aws_s3_bucket"" resource
  with ""bucket"" argument with value ""video-content-bucket""
have on"
scenario_324,"aws_db_instance, random_id, random_password",3,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_325,"aws_db_instance, random_id, random_password",3,True,none,NONE,"Has one ""aws_db_instance"" resource
    with one ""allocated_storage"" = 20
    with one ""engine"" = mys"
scenario_326,"aws_db_instance, aws_db_subnet_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource
    with a specified ""cidr_block""
    with ""enable_dns_hostnames"" set to "
scenario_327,"aws_db_instance, aws_db_subnet_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource
    with a specified ""cidr_block""
    with ""enable_dns_hostnames"" set to "
scenario_328,"aws_db_instance, aws_db_subnet_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource
    with a specified ""cidr_block""
    with ""enable_dns_hostnames"" set to "
scenario_329,"aws_db_instance, aws_db_subnet_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,True,none,"AC-6, AC-3","Has one ""aws_vpc"" resource
    with a specified ""cidr_block""
    with ""enable_dns_hostnames"" set to "
scenario_330,"aws_db_instance, aws_db_parameter_group, aws_db_subnet_group, aws_kms_key, aws_security_group, aws_subnet, aws_subnet",6,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
with one ""allocated_storage"" = 20
with one ""engine"" = ""postgres""
"
scenario_331,"aws_db_instance, aws_db_parameter_group, aws_db_subnet_group, aws_kms_key, aws_security_group, aws_subnet, aws_subnet",6,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
with one ""allocated_storage""
with one ""engine"" and a valid engine"
scenario_332,"aws_db_instance, aws_db_parameter_group, aws_db_subnet_group, aws_kms_key, aws_security_group, aws_subnet, aws_subnet",6,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
with one ""allocated_storage""
with one ""engine"" = ""postgres""
with "
scenario_333,"aws_db_instance, aws_db_parameter_group, aws_db_subnet_group, aws_kms_key, aws_security_group, aws_subnet, aws_subnet",6,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
with one ""allocated_storage"" = 200
with one ""engine"" = ""postgres"""
scenario_334,"aws_db_instance, aws_db_parameter_group, aws_db_subnet_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" = ""postgre"
scenario_335,"aws_db_instance, aws_db_parameter_group, aws_db_subnet_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage"" = 5
    with one ""engine"" = ""pos"
scenario_336,"aws_db_instance, aws_db_parameter_group, aws_db_subnet_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" = ""postgre"
scenario_337,"aws_db_instance, aws_db_parameter_group, aws_db_subnet_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage"" = 500
    with one ""engine"" = ""p"
scenario_338,"aws_db_instance, aws_db_subnet_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" = ""mysql""
"
scenario_339,"aws_db_instance, aws_db_subnet_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage"" = 500
    with one ""engine"" = ""m"
scenario_340,"aws_db_instance, aws_db_subnet_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage"" = 10
    with one ""engine"" = ""my"
scenario_341,"aws_db_instance, aws_db_subnet_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" and a vali"
scenario_342,"aws_db_instance, aws_db_subnet_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage"" = 20
    with one ""engine"" = ""po"
scenario_343,"aws_db_instance, aws_security_group, random_string",4,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" = ""mysql""
"
scenario_344,"aws_db_instance, aws_security_group, random_string",4,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage"" = 200
    with one ""engine"" = ""m"
scenario_345,"aws_db_instance, aws_security_group, random_string",4,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" = ""mysql""
"
scenario_346,"aws_db_instance, aws_db_subnet_group, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" = ""postgre"
scenario_347,"aws_db_instance, aws_db_subnet_group, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" = ""postgre"
scenario_348,"aws_db_instance, aws_db_subnet_group, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage"" = 5
    with one ""engine"" = ""pos"
scenario_349,"aws_db_instance, aws_db_subnet_group, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has one ""aws_db_instance"" resource
    with one ""allocated_storage""
    with one ""engine"" = ""postgre"
scenario_350,aws_db_option_group,3,True,none,AC-6,"Has one ""aws_db_option_group"" resource
    with one ""engine_name"" = ""sqlserver-ee""
    with one ""maj"
scenario_351,aws_db_option_group,3,True,none,AC-6,"Has one ""aws_db_option_group"" resource
    with one ""engine_name"" = ""sqlserver-ee""
    with one ""maj"
scenario_352,aws_db_option_group,3,True,none,AC-6,"Has one ""aws_db_option_group"" resource
    with one ""engine_name"" = ""sqlserver-ee""
    with one ""maj"
scenario_353,"aws_db_proxy, aws_db_subnet_group, aws_iam_role, aws_rds_cluster, aws_secretsmanager_secret, aws_secretsmanager_secret_version, aws_security_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,False,missing_encryption,"AC-6, AC-3, SC-28","has one ""aws_db_proxy"" resource
with ""engine_family"" = ""MYSQL""
with ""require_tls"" = true
with ""auth_"
scenario_354,"aws_db_proxy, aws_db_subnet_group, aws_iam_role, aws_rds_cluster, aws_secretsmanager_secret, aws_secretsmanager_secret_version, aws_security_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,False,missing_encryption,"AC-6, AC-3, SC-28","has one ""aws_db_proxy"" resource
with ""engine_family"" = ""MYSQL""
with ""require_tls"" = true
with ""auth_"
scenario_355,"aws_db_proxy, aws_db_subnet_group, aws_iam_role, aws_rds_cluster, aws_secretsmanager_secret, aws_secretsmanager_secret_version, aws_security_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,False,missing_encryption,"AC-6, AC-3, SC-28","has one ""aws_db_proxy"" resource
with ""engine_family"" = ""MYSQL""
with ""require_tls"" = true
with ""auth_"
scenario_356,"aws_db_proxy, aws_db_subnet_group, aws_iam_role, aws_rds_cluster, aws_secretsmanager_secret, aws_secretsmanager_secret_version, aws_security_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,False,missing_encryption,"AC-6, AC-3, SC-28","has one ""aws_db_proxy"" resource
with ""engine_family"" = ""MYSQL""
with ""require_tls"" = true
with ""auth_"
